timestamp,scenario,operating_state,product,station_a_suction_pressure_bar,station_a_discharge_pressure_bar,station_b_suction_pressure_bar,station_b_discharge_pressure_bar,station_c_receipt_pressure_bar,flow_in_m3h,flow_mid_m3h,flow_out_m3h,pump_1_speed_rpm,pump_1_power_kw,pump_1_status,pump_2_speed_rpm,pump_2_power_kw,pump_2_status,mainline_valve_position_pct,delivery_valve_position_pct,product_temperature_c,product_density_kgm3,product_viscosity_cp,pressure_drop_ab_bar,pressure_drop_bc_bar,flow_imbalance_m3h,leak_active,leak_alarm,pump_trip_active,valve_closure_active,sensor_fault_active
2026-01-01T00:00:00Z,large_leak,NORMAL,crude,7.494,67.986,49.708,48.398,32.383,1197.305,1200.598,1199.519,1479.74,181.36,1,0.0,0.0,0,100.03,92.12,34.02,860.022,11.9779,18.284,15.959,0.0,0,0,0,0,0
2026-01-01T00:00:01Z,large_leak,NORMAL,crude,7.46,68.02,50.529,49.068,33.455,1200.958,1197.384,1199.438,1480.6,183.63,1,0.0,0.0,0,99.96,92.04,34.007,860.156,11.9666,17.563,15.603,0.001,0,0,0,0,0
2026-01-01T00:00:02Z,large_leak,NORMAL,crude,7.525,67.879,50.943,49.706,34.441,1201.58,1201.196,1197.806,1481.06,178.01,1,0.0,0.0,0,99.99,91.97,34.003,860.164,12.0191,16.874,15.253,0.003,0,0,0,0,0
2026-01-01T00:00:03Z,large_leak,NORMAL,crude,7.518,68.052,51.818,50.357,35.45,1199.162,1200.899,1199.55,1482.88,178.56,1,0.0,0.0,0,99.84,92.08,34.043,860.101,12.0251,16.216,14.908,0.008,0,0,0,0,0
2026-01-01T00:00:04Z,large_leak,NORMAL,crude,7.563,67.993,52.314,50.987,36.513,1197.417,1200.062,1200.457,1479.74,183.19,1,0.0,0.0,0,100.09,92.23,34.019,859.878,11.9831,15.588,14.568,0.015,0,0,0,0,0
2026-01-01T00:00:05Z,large_leak,NORMAL,crude,7.476,68.077,52.974,51.615,37.43,1198.724,1199.474,1196.688,1478.88,179.33,1,0.0,0.0,0,100.06,92.12,34.0,860.052,12.005,14.988,14.234,0.024,0,0,0,0,0
2026-01-01T00:00:06Z,large_leak,NORMAL,crude,7.556,68.073,53.607,52.118,38.337,1200.726,1202.213,1199.95,1482.59,179.96,1,0.0,0.0,0,100.24,92.01,33.985,859.774,11.9954,14.415,13.906,0.037,0,0,0,0,0
2026-01-01T00:00:07Z,large_leak,NORMAL,crude,7.573,68.068,54.184,52.566,39.191,1201.059,1199.017,1198.877,1480.32,186.22,1,0.0,0.0,0,99.84,91.96,34.041,859.911,11.989,13.868,13.584,0.053,0,0,0,0,0
2026-01-01T00:00:08Z,large_leak,NORMAL,crude,7.524,67.905,54.674,53.167,40.037,1200.086,1204.121,1200.514,1482.04,177.15,1,0.0,0.0,0,99.98,92.03,34.053,859.664,12.0296,13.345,13.268,0.072,0,0,0,0,0
2026-01-01T00:00:09Z,large_leak,NORMAL,crude,7.548,68.128,55.209,53.751,40.759,1197.86,1200.367,1199.668,1482.91,179.24,1,0.0,0.0,0,100.05,91.84,33.988,860.052,12.0246,12.846,12.957,0.094,0,0,0,0,0
2026-01-01T00:00:10Z,large_leak,NORMAL,crude,7.587,68.003,55.559,54.253,41.599,1201.022,1198.761,1202.058,1480.69,183.19,1,0.0,0.0,0,100.19,92.06,34.009,860.431,12.0072,12.37,12.653,0.119,0,0,0,0,0
2026-01-01T00:00:11Z,large_leak,NORMAL,crude,7.522,68.017,56.197,54.682,42.351,1202.323,1199.106,1196.916,1481.04,181.79,1,0.0,0.0,0,99.91,92.09,34.019,859.801,12.0154,11.915,12.354,0.147,0,0,0,0,0
2026-01-01T00:00:12Z,large_leak,NORMAL,crude,7.532,67.892,56.561,55.103,43.0,1201.151,1200.917,1198.992,1481.27,184.16,1,0.0,0.0,0,99.89,92.04,34.001,860.453,11.944,11.481,12.062,0.178,0,0,0,0,0
2026-01-01T00:00:13Z,large_leak,NORMAL,crude,7.573,67.988,56.939,55.653,43.744,1204.286,1199.253,1200.671,1480.31,179.06,1,0.0,0.0,0,100.01,91.97,34.007,859.579,12.0599,11.066,11.775,0.212,0,0,0,0,0
2026-01-01T00:00:14Z,large_leak,NORMAL,crude,7.544,68.154,57.274,55.935,44.61,1198.734,1197.37,1199.067,1481.58,183.23,1,0.0,0.0,0,100.19,91.97,33.953,859.913,12.037,10.67,11.495,0.249,0,0,0,0,0
2026-01-01T00:00:15Z,large_leak,NORMAL,crude,7.575,67.861,57.723,56.39,45.2,1201.361,1200.633,1197.83,1480.11,181.3,1,0.0,0.0,0,100.08,92.06,33.986,859.77,11.9764,10.292,11.22,0.288,0,0,0,0,0
2026-01-01T00:00:16Z,large_leak,NORMAL,crude,7.516,68.072,57.927,56.629,45.729,1203.145,1200.221,1201.878,1480.77,178.95,1,0.0,0.0,0,99.9,92.15,34.031,860.097,12.0996,9.932,10.951,0.329,0,0,0,0,0
2026-01-01T00:00:17Z,large_leak,NORMAL,crude,7.567,68.073,58.458,56.982,46.448,1203.176,1197.592,1199.372,1481.88,183.55,1,0.0,0.0,0,99.8,91.77,33.944,859.986,11.9966,9.587,10.688,0.372,0,0,0,0,0
2026-01-01T00:00:18Z,large_leak,NORMAL,crude,7.589,67.965,58.683,57.185,46.916,1201.193,1201.919,1201.532,1481.27,185.26,1,0.0,0.0,0,99.98,91.93,33.985,859.883,11.9347,9.258,10.431,0.417,0,0,0,0,0
2026-01-01T00:00:19Z,large_leak,NORMAL,crude,7.587,68.05,59.061,57.592,47.484,1203.683,1200.224,1199.215,1480.91,181.03,1,0.0,0.0,0,99.81,91.99,34.003,860.369,12.0279,8.944,10.18,0.464,0,0,0,0,0
2026-01-01T00:00:20Z,large_leak,NORMAL,crude,7.629,67.976,59.436,57.863,48.027,1201.416,1198.801,1203.749,1482.44,175.55,1,0.0,0.0,0,100.08,91.96,34.001,860.093,12.0113,8.644,9.934,0.513,0,0,0,0,0
2026-01-01T00:00:21Z,large_leak,NORMAL,crude,7.513,67.944,59.734,58.322,48.651,1203.981,1196.508,1201.558,1479.59,186.11,1,0.0,0.0,0,100.04,91.89,34.062,860.129,11.9428,8.357,9.694,0.562,0,0,0,0,0
2026-01-01T00:00:22Z,large_leak,NORMAL,crude,7.613,67.983,59.965,58.473,49.128,1198.249,1200.809,1203.464,1481.03,181.93,1,0.0,0.0,0,100.03,91.93,34.021,860.019,11.9712,8.084,9.46,0.613,0,0,0,0,0
2026-01-01T00:00:23Z,large_leak,NORMAL,crude,7.678,68.108,60.211,58.724,49.491,1203.106,1200.007,1201.053,1481.93,183.16,1,0.0,0.0,0,99.98,92.08,33.996,860.166,12.0196,7.823,9.231,0.664,0,0,0,0,0
2026-01-01T00:00:24Z,large_leak,NORMAL,crude,7.61,67.981,60.41,58.968,49.954,1202.531,1200.222,1203.082,1485.03,181.41,1,0.0,0.0,0,99.77,91.96,34.0,859.702,11.9919,7.574,9.007,0.716,0,0,0,0,0
2026-01-01T00:00:25Z,large_leak,NORMAL,crude,7.633,68.017,60.664,59.207,50.578,1200.77,1198.849,1199.617,1483.57,179.3,1,0.0,0.0,0,100.07,92.07,34.025,860.28,11.9829,7.336,8.789,0.769,0,0,0,0,0
2026-01-01T00:00:26Z,large_leak,NORMAL,crude,7.674,67.995,60.922,59.574,50.963,1201.148,1198.239,1201.333,1481.81,178.6,1,0.0,0.0,0,99.9,92.02,33.939,860.072,12.0046,7.108,8.576,0.822,0,0,0,0,0
2026-01-01T00:00:27Z,large_leak,NORMAL,crude,7.612,68.146,61.214,59.668,51.301,1202.485,1197.697,1199.76,1481.95,181.61,1,0.0,0.0,0,100.03,92.0,34.036,860.046,11.9898,6.891,8.369,0.875,0,0,0,0,0
2026-01-01T00:00:28Z,large_leak,NORMAL,crude,7.594,68.125,61.42,60.022,51.709,1201.373,1200.365,1200.24,1482.85,176.28,1,0.0,0.0,0,100.12,92.07,34.036,860.45,11.9897,6.684,8.166,0.928,0,0,0,0,0
2026-01-01T00:00:29Z,large_leak,NORMAL,crude,7.648,68.073,61.722,60.0,52.181,1198.772,1195.871,1196.801,1481.32,184.65,1,0.0,0.0,0,99.87,91.98,33.968,860.122,11.9661,6.486,7.969,0.981,0,0,0,0,0
2026-01-01T00:00:30Z,large_leak,NORMAL,crude,7.709,67.998,61.726,60.322,52.538,1204.079,1200.785,1198.307,1482.44,179.74,1,0.0,0.0,0,100.11,92.04,33.999,860.174,11.9833,6.298,7.777,1.033,0,0,0,0,0
2026-01-01T00:00:31Z,large_leak,NORMAL,crude,7.657,68.097,62.072,60.49,52.887,1199.73,1201.855,1199.469,1483.67,175.78,1,0.0,0.0,0,100.16,91.87,33.98,860.212,11.959,6.117,7.589,1.085,0,0,0,0,0
2026-01-01T00:00:32Z,large_leak,NORMAL,crude,7.666,68.094,62.073,60.767,53.357,1198.162,1198.067,1202.029,1481.83,180.34,1,0.0,0.0,0,100.02,92.07,33.997,860.019,11.9757,5.945,7.406,1.137,0,0,0,0,0
2026-01-01T00:00:33Z,large_leak,NORMAL,crude,7.728,68.053,62.336,60.806,53.62,1201.509,1200.439,1198.799,1484.48,185.77,1,0.0,0.0,0,100.04,92.07,34.029,860.186,12.0081,5.781,7.228,1.188,0,0,0,0,0
2026-01-01T00:00:34Z,large_leak,NORMAL,crude,7.692,68.167,62.479,60.934,53.949,1198.514,1200.78,1201.419,1485.15,182.0,1,0.0,0.0,0,100.14,92.0,33.973,859.718,11.9698,5.624,7.055,1.238,0,0,0,0,0
2026-01-01T00:00:35Z,large_leak,NORMAL,crude,7.635,68.154,62.615,61.196,54.275,1203.895,1202.76,1199.567,1483.47,179.97,1,0.0,0.0,0,99.76,92.07,34.04,859.999,11.984,5.474,6.886,1.287,0,0,0,0,0
2026-01-01T00:00:36Z,large_leak,NORMAL,crude,7.74,67.921,62.791,61.314,54.548,1204.624,1202.663,1200.314,1483.83,180.43,1,0.0,0.0,0,99.92,91.87,34.046,860.206,12.0227,5.331,6.721,1.335,0,0,0,0,0
2026-01-01T00:00:37Z,large_leak,NORMAL,crude,7.66,68.281,63.059,61.458,54.829,1200.665,1201.734,1199.199,1484.03,184.88,1,0.0,0.0,0,99.77,92.2,34.051,859.753,11.9563,5.194,6.561,1.382,0,0,0,0,0
2026-01-01T00:00:38Z,large_leak,NORMAL,crude,7.699,68.037,63.038,61.399,55.161,1205.575,1199.038,1200.41,1482.41,183.55,1,0.0,0.0,0,99.97,92.19,34.011,859.926,12.0151,5.063,6.405,1.428,0,0,0,0,0
2026-01-01T00:00:39Z,large_leak,NORMAL,crude,7.696,68.018,63.208,61.697,55.465,1203.111,1200.199,1201.722,1486.41,178.33,1,0.0,0.0,0,100.26,91.98,33.982,860.485,12.0032,4.939,6.253,1.473,0,0,0,0,0
2026-01-01T00:00:40Z,large_leak,NORMAL,crude,7.778,68.196,63.194,61.841,55.695,1200.127,1198.0,1201.21,1485.17,182.85,1,0.0,0.0,0,99.95,91.92,33.975,859.889,11.9675,4.82,6.106,1.516,0,0,0,0,0
2026-01-01T00:00:41Z,large_leak,NORMAL,crude,7.721,68.135,63.368,61.934,55.943,1202.641,1202.175,1201.412,1485.15,176.74,1,0.0,0.0,0,99.94,92.03,34.025,859.68,12.0032,4.706,5.962,1.558,0,0,0,0,0
2026-01-01T00:00:42Z,large_leak,NORMAL,crude,7.784,68.128,63.538,62.095,56.256,1203.97,1201.467,1201.432,1483.77,181.21,1,0.0,0.0,0,100.19,91.98,34.0,859.902,12.022,4.598,5.822,1.598,0,0,0,0,0
2026-01-01T00:00:43Z,large_leak,NORMAL,crude,7.708,68.221,63.588,62.098,56.498,1203.097,1201.948,1203.138,1484.34,183.07,1,0.0,0.0,0,99.86,92.13,34.025,860.107,12.0039,4.494,5.686,1.637,0,0,0,0,0
2026-01-01T00:00:44Z,large_leak,NORMAL,crude,7.717,68.127,63.794,62.275,56.729,1200.523,1201.817,1200.05,1483.66,181.29,1,0.0,0.0,0,99.72,92.07,34.032,859.989,11.9684,4.395,5.554,1.675,0,0,0,0,0
2026-01-01T00:00:45Z,large_leak,NORMAL,crude,7.716,68.147,63.689,62.388,56.99,1202.516,1200.68,1201.694,1485.5,185.06,1,0.0,0.0,0,100.0,91.93,33.992,860.036,12.0448,4.301,5.426,1.711,0,0,0,0,0
2026-01-01T00:00:46Z,large_leak,NORMAL,crude,7.747,68.08,63.894,62.324,57.19,1200.734,1199.43,1197.883,1483.86,183.5,1,0.0,0.0,0,99.8,91.83,34.012,859.932,12.011,4.21,5.301,1.745,0,0,0,0,0
2026-01-01T00:00:47Z,large_leak,NORMAL,crude,7.795,68.17,63.955,62.553,57.413,1202.242,1199.145,1203.498,1484.82,180.59,1,0.0,0.0,0,100.0,92.1,34.015,859.933,12.0184,4.124,5.179,1.777,0,0,0,0,0
2026-01-01T00:00:48Z,large_leak,NORMAL,crude,7.857,68.287,64.181,62.57,57.813,1201.24,1201.147,1200.329,1487.38,183.1,1,0.0,0.0,0,99.79,92.03,34.024,859.936,11.9613,4.042,5.061,1.808,0,0,0,0,0
2026-01-01T00:00:49Z,large_leak,NORMAL,crude,7.748,68.146,64.22,62.696,57.83,1201.793,1198.784,1200.335,1487.16,180.13,1,0.0,0.0,0,100.35,92.05,33.972,859.833,12.0051,3.963,4.946,1.837,0,0,0,0,0
2026-01-01T00:00:50Z,large_leak,NORMAL,crude,7.736,68.377,64.23,62.86,58.065,1203.412,1200.193,1201.252,1486.09,184.5,1,0.0,0.0,0,100.01,91.86,34.009,859.865,11.9322,3.888,4.835,1.865,0,0,0,0,0
2026-01-01T00:00:51Z,large_leak,NORMAL,crude,7.76,68.078,64.417,63.025,58.274,1202.681,1201.231,1203.062,1487.04,180.64,1,0.0,0.0,0,99.98,92.22,34.005,859.903,12.0012,3.816,4.726,1.891,0,0,0,0,0
2026-01-01T00:00:52Z,large_leak,NORMAL,crude,7.817,68.116,64.433,62.881,58.325,1207.195,1203.494,1201.735,1484.75,180.98,1,0.0,0.0,0,100.16,91.94,34.052,859.725,11.9888,3.748,4.621,1.915,0,0,0,0,0
2026-01-01T00:00:53Z,large_leak,NORMAL,crude,7.868,68.043,64.604,62.903,58.509,1203.609,1203.731,1196.304,1483.67,180.23,1,0.0,0.0,0,100.01,91.91,34.002,859.763,11.9854,3.682,4.518,1.937,0,0,0,0,0
2026-01-01T00:00:54Z,large_leak,NORMAL,crude,7.77,68.228,64.63,63.2,58.642,1203.449,1202.422,1201.533,1486.01,177.26,1,0.0,0.0,0,100.06,91.91,33.98,859.682,12.0322,3.62,4.419,1.957,0,0,0,0,0
2026-01-01T00:00:55Z,large_leak,NORMAL,crude,7.803,68.306,64.673,63.045,58.777,1205.487,1201.047,1200.184,1485.96,181.43,1,0.0,0.0,0,99.85,91.97,33.995,859.482,12.0123,3.56,4.322,1.976,0,0,0,0,0
2026-01-01T00:00:56Z,large_leak,NORMAL,crude,7.781,68.323,64.636,63.116,59.069,1201.369,1201.37,1203.305,1485.87,177.01,1,0.0,0.0,0,100.03,91.98,34.048,860.118,12.0882,3.503,4.229,1.993,0,0,0,0,0
2026-01-01T00:00:57Z,large_leak,NORMAL,crude,7.752,68.222,64.701,63.366,59.197,1205.678,1201.206,1200.972,1483.93,187.12,1,0.0,0.0,0,100.08,91.97,34.038,860.15,12.0263,3.448,4.138,2.008,0,0,0,0,0
2026-01-01T00:00:58Z,large_leak,NORMAL,crude,7.758,68.172,64.847,63.367,59.351,1202.603,1202.925,1206.367,1487.28,184.62,1,0.0,0.0,0,100.0,92.08,34.064,860.021,12.0337,3.396,4.049,2.021,0,0,0,0,0
2026-01-01T00:00:59Z,large_leak,NORMAL,crude,7.792,68.281,64.951,63.344,59.499,1203.299,1201.338,1202.48,1488.86,182.95,1,0.0,0.0,0,100.14,91.93,34.013,859.765,11.9797,3.346,3.963,2.033,0,0,0,0,0
2026-01-01T00:01:00Z,large_leak,NORMAL,crude,7.865,68.236,65.042,63.435,59.557,1206.908,1201.711,1199.831,1488.19,183.28,1,0.0,0.0,0,99.68,92.0,33.999,860.349,11.9749,3.299,3.88,2.043,0,0,0,0,0
2026-01-01T00:01:01Z,large_leak,NORMAL,crude,7.812,68.171,64.917,63.45,59.614,1202.847,1200.078,1199.957,1484.84,180.49,1,0.0,0.0,0,99.9,91.88,34.026,859.99,11.9837,3.253,3.799,2.051,0,0,0,0,0
2026-01-01T00:01:02Z,large_leak,NORMAL,crude,7.821,68.376,65.056,63.58,59.671,1203.619,1199.153,1201.971,1487.24,180.05,1,0.0,0.0,0,100.08,91.9,34.029,859.689,11.9887,3.21,3.72,2.057,0,0,0,0,0
2026-01-01T00:01:03Z,large_leak,NORMAL,crude,7.86,68.296,65.076,63.728,59.924,1204.074,1198.185,1206.008,1486.42,178.55,1,0.0,0.0,0,100.2,92.12,34.015,859.713,12.009,3.168,3.644,2.062,0,0,0,0,0
2026-01-01T00:01:04Z,large_leak,NORMAL,crude,7.822,68.165,65.203,63.487,60.101,1205.802,1206.935,1203.495,1484.47,179.59,1,0.0,0.0,0,100.01,92.04,34.042,859.608,11.9864,3.129,3.57,2.065,0,0,0,0,0
2026-01-01T00:01:05Z,large_leak,NORMAL,crude,7.889,68.386,65.302,63.651,60.246,1208.143,1205.491,1204.299,1488.0,179.74,1,0.0,0.0,0,99.78,92.1,34.002,859.994,11.9788,3.091,3.498,2.066,0,0,0,0,0
2026-01-01T00:01:06Z,large_leak,NORMAL,crude,7.838,68.286,65.141,63.724,60.305,1205.008,1202.086,1204.498,1489.33,180.32,1,0.0,0.0,0,100.19,92.09,33.933,859.848,11.977,3.055,3.428,2.065,0,0,0,0,0
2026-01-01T00:01:07Z,large_leak,NORMAL,crude,7.888,68.286,65.285,63.802,60.343,1203.888,1201.314,1202.862,1487.0,182.65,1,0.0,0.0,0,99.89,92.09,34.041,860.309,12.0173,3.02,3.361,2.063,0,0,0,0,0
2026-01-01T00:01:08Z,large_leak,NORMAL,crude,7.868,68.329,65.332,63.749,60.577,1208.407,1207.163,1203.317,1487.59,183.39,1,0.0,0.0,0,100.0,92.06,34.01,859.961,12.0486,2.987,3.295,2.059,0,0,0,0,0
2026-01-01T00:01:09Z,large_leak,NORMAL,crude,7.87,68.285,65.386,63.841,60.616,1205.279,1201.498,1203.284,1485.9,182.78,1,0.0,0.0,0,99.82,92.09,34.037,860.056,11.9928,2.955,3.231,2.054,0,0,0,0,0
2026-01-01T00:01:10Z,large_leak,NORMAL,crude,7.883,68.127,65.282,63.854,60.715,1205.329,1201.975,1203.665,1486.77,178.96,1,0.0,0.0,0,100.05,91.98,34.05,860.133,12.0177,2.925,3.17,2.047,0,0,0,0,0
2026-01-01T00:01:11Z,large_leak,NORMAL,crude,7.881,68.22,65.326,63.794,60.96,1203.605,1203.494,1202.861,1487.03,180.42,1,0.0,0.0,0,99.72,91.9,33.973,859.975,11.975,2.896,3.11,2.039,0,0,0,0,0
2026-01-01T00:01:12Z,large_leak,NORMAL,crude,7.844,68.309,65.383,63.993,60.853,1206.028,1201.574,1204.777,1486.93,183.41,1,0.0,0.0,0,100.05,91.98,34.022,859.923,12.0358,2.868,3.052,2.028,0,0,0,0,0
2026-01-01T00:01:13Z,large_leak,NORMAL,crude,7.911,68.334,65.371,63.881,60.923,1205.254,1204.852,1202.065,1488.88,182.2,1,0.0,0.0,0,99.7,91.95,33.938,859.85,11.9788,2.842,2.995,2.017,0,0,0,0,0
2026-01-01T00:01:14Z,large_leak,NORMAL,crude,7.851,68.273,65.455,63.945,61.136,1207.952,1202.077,1206.019,1485.56,179.76,1,0.0,0.0,0,100.23,91.78,34.033,859.749,11.9908,2.816,2.94,2.004,0,0,0,0,0
2026-01-01T00:01:15Z,large_leak,NORMAL,crude,7.87,68.438,65.453,64.009,61.164,1205.381,1202.737,1203.738,1487.66,184.86,1,0.0,0.0,0,99.86,91.96,34.026,859.967,11.9895,2.792,2.887,1.989,0,0,0,0,0
2026-01-01T00:01:16Z,large_leak,NORMAL,crude,7.879,68.25,65.481,64.071,61.139,1207.998,1204.692,1201.629,1487.92,182.72,1,0.0,0.0,0,100.11,92.12,34.006,859.858,11.9767,2.769,2.836,1.973,0,0,0,0,0
2026-01-01T00:01:17Z,large_leak,NORMAL,crude,7.842,68.249,65.582,64.067,61.25,1204.635,1205.01,1203.106,1486.37,181.77,1,0.0,0.0,0,99.96,91.89,34.042,860.169,11.996,2.746,2.786,1.955,0,0,0,0,0
2026-01-01T00:01:18Z,large_leak,NORMAL,crude,7.888,68.354,65.584,64.152,61.452,1206.171,1205.259,1205.661,1487.24,178.84,1,0.0,0.0,0,100.14,91.84,34.071,860.174,12.0003,2.725,2.738,1.937,0,0,0,0,0
2026-01-01T00:01:19Z,large_leak,NORMAL,crude,7.886,68.455,65.543,64.032,61.386,1205.614,1202.736,1204.446,1487.84,179.79,1,0.0,0.0,0,100.24,91.86,33.98,860.075,11.9883,2.705,2.691,1.916,0,0,0,0,0
2026-01-01T00:01:20Z,large_leak,NORMAL,crude,7.901,68.268,65.559,64.09,61.449,1207.088,1203.763,1205.619,1488.4,185.36,1,0.0,0.0,0,100.14,92.08,34.042,859.897,11.9865,2.685,2.645,1.895,0,0,0,0,0
2026-01-01T00:01:21Z,large_leak,NORMAL,crude,7.813,68.343,65.606,64.184,61.587,1203.764,1202.881,1203.697,1487.09,182.75,1,0.0,0.0,0,99.83,92.0,33.968,859.569,12.0158,2.667,2.601,1.872,0,0,0,0,0
2026-01-01T00:01:22Z,large_leak,NORMAL,crude,7.834,68.278,65.574,64.078,61.594,1205.512,1206.551,1205.212,1487.42,184.52,1,0.0,0.0,0,100.17,92.04,34.007,860.204,12.0472,2.649,2.558,1.848,0,0,0,0,0
2026-01-01T00:01:23Z,large_leak,NORMAL,crude,7.914,68.466,65.758,64.255,61.614,1204.296,1204.77,1201.474,1487.03,184.85,1,0.0,0.0,0,99.9,92.05,33.979,859.901,12.0247,2.632,2.517,1.822,0,0,0,0,0
2026-01-01T00:01:24Z,large_leak,NORMAL,crude,7.896,68.35,65.831,64.305,61.685,1208.721,1203.826,1204.522,1487.77,185.47,1,0.0,0.0,0,99.83,92.05,34.036,860.162,11.9876,2.615,2.477,1.795,0,0,0,0,0
2026-01-01T00:01:25Z,large_leak,NORMAL,crude,7.928,68.272,65.81,64.257,61.71,1207.129,1205.329,1203.987,1486.87,181.54,1,0.0,0.0,0,99.78,92.17,33.987,859.868,12.0281,2.6,2.438,1.767,0,0,0,0,0
